"NomPoste","NomUtilisateur","DateDAudit","Typedewindows","Versiondewindows","BuildSerialNumber","Numérodesériematériel","Processeur","Fréquence","Nbdecoeursphysiques","Nbdetrheatlogique","Memoirevive","TypedeRAM","Cartegraphiqueprincipal","VRAM","PiloteGraphique","Nbdedisque","Typededisque","Capacitétotale","Espacelibre","AdressIPlocal","ConnectivitéWifi","TMPactivé","Secureboot","Bitlockeractif","AntivirusActif","ParefeuActif","DernièreMAJWin","UACactif","Browsers","SteamVersion","OBSVersion"
"PC-BENJAMINL","vboxuser","10/21/2025 2:19:42 PM","Windows 10 Pro","24H2","VirtualBox-6da46389-5945-46f5-9191-84c534f07335","6DA46389-5945-46F5-9191-84C534F07335","Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz","1.9","Microsoft.PowerShell.Commands.ComputerInfo","2","4274917376",,"Carte vidéo de base Microsoft","0","10.0.26100.1","2","System.Object[]","System.Object[]","System.Object[]","System.Object[]","Intel(R) PRO/1000 MT Desktop Adapter","True","True","System.Object[]","True","System.Object[]","System.Object[]","1","MSEdgeHTM","01.00.00.02","32.0.1"
